txid,amount,shopper_country,issuer_country,shopper_email,creation_date,card_number_hash,txvariantcode,bin,currency,fraud
201,885763,CN,CN,beata.swanner@yahoo.com,07/10/2016 03:39 PM,f3b581a4dede1fb51f,visaclassic,169186,EUR,0
202,908856,FR,FR,toney.yale@aol.com,07/10/2016 03:42 PM,a74d544738c70e90f9,visasuperpremiumcredit,292631,AUD,0
203,495492,SE,SE,leah.gillette@hotmail.com,07/10/2016 05:03 PM,51cc8258a7fe77bbc1,mcpremiumcredit,725841,NOK,0
204,260398,US,US,kendra.kiss@gmail.com,07/10/2016 06:02 PM,f9c28503c6019b5ef8,visabusiness,235575,CNY,0
205,276528,BE,BE,lavenia.jaffee@hotmail.com,07/10/2016 06:25 PM,b63aea73782b77f17e,amex,727681,USD,0
206,715470,BE,BE,jill.reza@yahoo.com,07/10/2016 07:30 PM,2e740bc080140e0ccf,visa,187578,SEK,0
207,638184,CA,CA,trey.mikus@msn.com,07/10/2016 07:39 PM,21c1410872b6a582f2,visaplatinum,750238,CNY,0
208,398640,CA,CA,annalisa.anger@hotmail.com,07/10/2016 08:32 PM,70f2fe98612e4e4d25,maestro,448575,NOK,0
209,423104,RO,RO,jill.reza@msn.com,07/10/2016 09:13 PM,65274fac0c267924ec,visafleetdebit,666913,GBP,0
210,569060,DE,DE,liana.lev@gmail.com,07/10/2016 09:40 PM,9a87ede5f38c2b8a55,visacommercialsuperpremiumdebit,631101,CNY,0
211,216394,GB,UA,lashaun.man@yahoo.com,07/10/2016 09:45 PM,b3304d30da4551faab,visacorporatedebit,538268,CAD,0
212,259814,NL,NL,machelle.eastham@aol.com,07/10/2016 10:52 PM,01fd9db4e9bb6c77d7,cirrus,799394,GBP,0
213,476938,CA,CA,sydney.rusek@aol.com,07/10/2016 11:03 PM,f0422914a63c7d1d1a,mccommercialpremiumcredit,994369,SEK,0
214,344359,CN,CN,gaynelle.beausoleil@hotmail.com,08/10/2016 12:01 AM,ee0adaae278d6bd97b,visastandarddebit,479828,NOK,0
215,85357,SE,SE,cruz.oquinn@gmail.com,08/10/2016 12:08 AM,48ed3e05b3176e05cd,visadankort,863005,NOK,1
216,138969,CA,CA,magaret.franchi@msn.com,08/10/2016 12:12 AM,8a513b2ae8cd825d9d,amex_androidpay,207727,GBP,0
217,8231,FR,FR,bertha.desir@hotmail.com,08/10/2016 12:14 AM,1e3b4d829e449676a9,visafleetdebit,117034,CNY,0
218,724598,DE,DE,liana.lev@gmail.com,08/10/2016 01:02 AM,9a87ede5f38c2b8a55,visacommercialsuperpremiumdebit,631101,AUD,0
219,276823,AU,CN,myrta.tynan@yahoo.com,08/10/2016 01:17 AM,abeb5f7258c3e06a8d,visacommercialsuperpremiumcredit,557317,NOK,1
220,790316,CN,CN,hoa.duffer@hotmail.com,08/10/2016 03:00 AM,ad4f55049faf7449db,visacorporatedebit,532834,GBP,0
221,768247,AU,GB,myrta.tynan@yahoo.com,08/10/2016 03:13 AM,a9a2537be382da196e,mcstandardcredit,666842,SEK,1
222,129892,NL,NL,eliana.hackman@msn.com,08/10/2016 05:13 AM,5cd6b087c1b2370f68,visapremiumdebit,384220,CAD,0
223,150977,FR,FR,kimi.hobby@yahoo.com,08/10/2016 05:19 AM,8b0e1829488e4f2308,mc_androidpay,901532,CNY,0
224,186467,CA,CA,pearl.letts@aol.com,08/10/2016 06:17 AM,3e0ac9876da06d5ec6,visacommercialpremiumdebit,447050,CAD,0
225,110667,AU,AU,preston.vartanian@aol.com,08/10/2016 07:12 AM,3d552638d991efb9e9,visafleetdebit,474122,USD,0
226,890166,AU,AU,marvel.hofmeister@yahoo.com,08/10/2016 07:45 AM,66c9d3b0b613a6aa01,mcfleetdebit,139812,AUD,0
227,902386,SE,SE,jill.reza@yahoo.com,08/10/2016 07:59 AM,09c6091baf534bc975,mcpremiumcredit,400912,USD,1
228,134202,SE,SE,jill.reza@yahoo.com,08/10/2016 07:59 AM,09c6091baf534bc975,mcpremiumcredit,400912,SEK,1
229,69155,SE,SE,jill.reza@yahoo.com,08/10/2016 07:59 AM,09c6091baf534bc975,mcpremiumcredit,400912,AUD,1
230,922445,SE,SE,jill.reza@yahoo.com,08/10/2016 08:01 AM,09c6091baf534bc975,mcpremiumcredit,400912,SEK,1
231,767709,SE,SE,jill.reza@yahoo.com,08/10/2016 08:01 AM,09c6091baf534bc975,mcpremiumcredit,400912,NOK,1
232,550006,SE,SE,jill.reza@yahoo.com,08/10/2016 08:02 AM,09c6091baf534bc975,mcpremiumcredit,400912,USD,1
233,430078,SE,SE,jill.reza@yahoo.com,08/10/2016 08:02 AM,09c6091baf534bc975,mcpremiumcredit,400912,CAD,1
234,704678,SE,SE,jill.reza@yahoo.com,08/10/2016 08:02 AM,09c6091baf534bc975,mcpremiumcredit,400912,NOK,1
235,205901,SE,SE,jill.reza@yahoo.com,08/10/2016 08:02 AM,09c6091baf534bc975,mcpremiumcredit,400912,SEK,1
236,624012,SE,SE,jill.reza@yahoo.com,08/10/2016 08:02 AM,09c6091baf534bc975,mcpremiumcredit,400912,CNY,1
237,885207,SE,SE,jill.reza@yahoo.com,08/10/2016 08:03 AM,09c6091baf534bc975,mcpremiumcredit,400912,USD,1
238,963142,SE,SE,jill.reza@yahoo.com,08/10/2016 08:03 AM,09c6091baf534bc975,mcpremiumcredit,400912,NOK,1
239,235417,SE,SE,jill.reza@yahoo.com,08/10/2016 08:03 AM,09c6091baf534bc975,mcpremiumcredit,400912,GBP,1
240,256839,RO,RO,jill.reza@msn.com,08/10/2016 08:07 AM,4b00c8a7150077cc9d,visapurchasingcredit,299991,AUD,0
241,874220,US,NI,chery.gateley@hotmail.com,08/10/2016 08:36 AM,b4fca76d969833b875,amex_applepay,475417,EUR,0
242,303528,NL,NL,wanda.pakele@aol.com,08/10/2016 09:49 AM,e701ff29094e43ad0d,mc_androidpay,369569,GBP,0
243,795894,NO,NO,shonda.nordstrom@aol.com,08/10/2016 10:03 AM,10917c6262fe36c274,mcstandardcredit,777157,NOK,0
244,650203,GB,FR,magen.valentin@hotmail.com,08/10/2016 10:11 AM,144b018295be8da367,visacommercialdebit,103347,USD,0
245,489326,NI,NI,demetrice.lorenzo@gmail.com,08/10/2016 10:17 AM,32439df757aff145ad,mcfleetdebit,911385,USD,1
246,160632,NI,NI,myrta.tynan@hotmail.com,08/10/2016 10:21 AM,46b504b104d87112eb,visacorporatedebit,697555,CAD,0
247,528540,NL,NL,machelle.eastham@aol.com,08/10/2016 10:58 AM,ab868f79fdad4d6514,mc_samsungpay,112545,AUD,0
248,835977,AU,AU,sherice.tims@hotmail.com,08/10/2016 12:20 PM,9221d5ceb7d7b458a9,visaplatinum,980623,NOK,0
249,63890,AU,DE,myrta.tynan@yahoo.com,08/10/2016 01:45 PM,7725a4ac116764cdbb,mcpremiumcredit,392535,AUD,1
250,861365,US,US,kendra.kiss@gmail.com,08/10/2016 01:46 PM,233c9378b19e71a20b,bcmc,348281,NOK,0
251,210503,AU,AU,preston.vartanian@aol.com,08/10/2016 01:50 PM,8712aed8563d3483fc,mcdebit,314639,EUR,0
252,983931,FR,CA,adolfo.spurlock@aol.com,08/10/2016 05:00 PM,f30e915ccb7cc0bf79,visa_androidpay,506755,SEK,0
253,34436,CN,CN,demetrice.lorenzo@msn.com,08/10/2016 05:02 PM,db3aaf310cffdab565,visacommercialpremiumcredit,918999,CAD,0
254,987543,SE,SE,natasha.trader@yahoo.com,08/10/2016 07:11 PM,52618275a92036aa4b,visasaraivacard,672924,CNY,0
255,138725,FR,FR,jacki.ulm@gmail.com,08/10/2016 07:37 PM,2643da4774d0cfe264,mccredit,988395,GBP,0
256,33619,NI,NI,machelle.eastham@gmail.com,08/10/2016 08:27 PM,33b5c0c8f10529fcfc,amex_samsungpay,656095,CNY,0
257,791946,FR,FR,dorcas.cameron@msn.com,08/10/2016 09:01 PM,78161bf206d32637f2,travelmoney,149089,GBP,0
258,773351,FR,FR,romelia.salgado@yahoo.com,08/10/2016 09:53 PM,196edf962f72cab6fa,visapremiumcredit,942171,AUD,0
259,76770,BE,BE,amado.shoulders@msn.com,08/10/2016 10:16 PM,7808e7a3271f81bc92,cirrus,477654,SEK,0
260,616089,BE,RO,shonda.nordstrom@yahoo.com,08/10/2016 10:24 PM,94f1cf4da769ec3553,mcfleetcredit,155242,GBP,0
261,589621,CN,CN,johnny.digiovanni@aol.com,08/10/2016 10:47 PM,adcdc3753b768c5c87,mccorporate,355446,USD,0
262,896447,AU,BE,myrta.tynan@yahoo.com,08/10/2016 11:07 PM,6de25dbde4c2eb2324,electron,560348,USD,1
263,180193,GB,GB,alejandra.hollinger@msn.com,09/10/2016 12:43 AM,0a0b29ea515f4d2960,"bijcard, mccommercialdebit",370340,EUR,0
264,872048,CN,CN,hoa.duffer@hotmail.com,09/10/2016 02:27 AM,5c340a1581cc2c0f48,visagold,962128,CNY,0
265,712599,FI,FI,wanda.pakele@yahoo.com,09/10/2016 02:51 AM,8581d0a44e4bbe07d9,mccommercialpremiumdebit,846896,CNY,0
266,711250,NO,NO,melany.waldrep@gmail.com,09/10/2016 03:57 AM,b04dbf742ca988594a,visapurchasing,839450,CAD,0
267,414513,FR,FR,trinity.steadman@hotmail.com,09/10/2016 04:59 AM,7157ad9ad936aca6ed,visastandarddebit,872853,AUD,0
268,630775,FR,FR,romelia.salgado@yahoo.com,09/10/2016 05:20 AM,ee888a1f0c5e9464a2,amex_samsungpay,807471,USD,0
269,186420,CA,CA,rayford.vesey@aol.com,09/10/2016 06:06 AM,c625db90e585e5085e,visadebit,337013,CNY,0
270,32026,RO,RO,magen.valentin@hotmail.com,09/10/2016 08:44 AM,5f67b5731649bfa403,mcpremiumdebit,552692,USD,0
271,640409,DE,DE,herlinda.soltis@msn.com,09/10/2016 09:17 AM,b1accc5a26551c9eeb,visasignature,832908,EUR,0
272,10706,NL,NL,wanda.pakele@aol.com,09/10/2016 09:42 AM,9c51c8633770efbb48,mccommercialpremiumdebit,893664,USD,0
273,420241,NO,NO,ardelia.mey@msn.com,09/10/2016 09:51 AM,b3cff28a3d050b19f9,maestrouk,451624,AUD,0
274,367752,US,US,preston.vartanian@aol.com,09/10/2016 11:27 AM,c1e2b008f35d6c76dd,visacorporatedebit,230217,EUR,0
275,154621,SE,SE,rayford.vesey@hotmail.com,09/10/2016 12:46 PM,7c97b0c19651382d5e,mcpremiumdebit,455418,CNY,0
276,252961,US,US,barbara.cullins@aol.com,09/10/2016 12:49 PM,7e7cb53e75a37623f9,visacommercialsuperpremiumcredit,890901,USD,0
277,416635,AU,AU,concepcion.waldeck@gmail.com,09/10/2016 02:14 PM,c8b5e867c53ba9ae5f,mcpremiumcredit,715238,AUD,0
278,194969,BE,BE,renay.samsel@yahoo.com,09/10/2016 03:38 PM,542283984c6af32b3d,visafleetdebit,231904,AUD,0
279,628258,NI,NL,margarete.wadlow@yahoo.com,09/10/2016 03:47 PM,282a74b5a00eb4064f,visadankort,148877,NOK,1
280,734159,US,US,kendra.kiss@gmail.com,09/10/2016 04:11 PM,f9c28503c6019b5ef8,visabusiness,235575,EUR,0
281,769191,NI,CA,sarita.surprenant@msn.com,09/10/2016 04:58 PM,517e25676c2b082638,visastandarddebit,711130,AUD,1
282,271830,SE,SE,lieselotte.crichton@hotmail.com,09/10/2016 05:11 PM,5bf55c114b3cc90847,visacorporatecredit,224929,GBP,0
283,300603,UA,UA,ann.fandel@aol.com,09/10/2016 05:29 PM,600b9e87a30d87b35f,mcdebit,438037,CNY,0
284,937444,BE,BE,zoraida.durocher@yahoo.com,09/10/2016 06:10 PM,4b52d15e965cfedd26,visacredit,327465,CNY,0
285,70529,NI,NI,natasha.trader@aol.com,09/10/2016 06:39 PM,ad62e9e47408768cd1,visahipotecario,317984,NOK,0
286,533485,UA,CA,katharyn.cespedes@msn.com,09/10/2016 06:56 PM,e54f1e8de867bd3e74,visahipotecario,448345,CNY,1
287,618777,UA,UA,margarete.wadlow@hotmail.com,09/10/2016 07:22 PM,0e7c5499fd488bf174,mcpremiumcredit,392695,CNY,0
288,60068,GB,GB,phil.moreau@gmail.com,09/10/2016 07:30 PM,ef92026519cd5ee27b,visapremiumdebit,568101,USD,0
289,735315,RO,RO,renay.samsel@hotmail.com,09/10/2016 09:29 PM,b6070f3cb88e88ec51,visaproprietary,597978,CAD,0
290,963757,GB,NL,misty.havlik@aol.com,09/10/2016 09:46 PM,b60f92f6e7ec751fac,mcpremiumdebit,508455,USD,0
291,17290,UA,GB,brandee.solomon@aol.com,09/10/2016 10:31 PM,d45120e080a90fb9ea,visastandarddebit,811937,CAD,1
292,422167,SE,SE,renay.samsel@aol.com,09/10/2016 11:31 PM,aef10af53976d80e06,visasignature,349339,SEK,0
293,362565,GB,GB,kemberly.clary@gmail.com,09/10/2016 11:41 PM,5730730d88c8fd9b8e,vpay,286455,GBP,0
294,639514,UA,UA,temeka.atterbury@msn.com,09/10/2016 11:46 PM,62839450d488a65df5,visaclassic,901013,GBP,1
295,759151,CA,CA,magaret.franchi@msn.com,10/10/2016 01:14 AM,5835082aa8443b6cf2,jcb,500943,USD,0
296,15497,BE,BE,alejandra.hollinger@hotmail.com,10/10/2016 01:22 AM,10314ecb3bb485f2ed,visabusiness,600178,CNY,0
297,574012,FI,FI,daren.burk@aol.com,10/10/2016 01:49 AM,b495b49e99e42180e6,visacommercialsuperpremiumdebit,963736,EUR,0
298,410906,RO,RO,minh.admire@hotmail.com,10/10/2016 02:10 AM,2f439a855f4fe1a4cd,"bijcard, mccommercialdebit",167348,EUR,0
299,403416,RO,RO,lorina.bechtel@aol.com,10/10/2016 04:52 AM,562c195ece4a65416c,mccorporate,393449,SEK,0
300,673743,SE,SE,cruz.oquinn@gmail.com,10/10/2016 08:03 AM,48ed3e05b3176e05cd,visadankort,863005,CNY,1
301,289866,BE,BE,angelyn.deason@yahoo.com,10/10/2016 08:11 AM,753644a94ffbc0714b,visaclassic,240421,SEK,0
302,480490,NI,DE,demetrice.lorenzo@yahoo.com,10/10/2016 09:08 AM,f7fdad5c5526927203,mccredit,688291,USD,0
303,808372,SE,SE,temeka.atterbury@gmail.com,10/10/2016 09:17 AM,74f42b0fb4eb250ee0,electron,420838,USD,0
304,978945,SE,CN,ouida.riegel@yahoo.com,10/10/2016 09:39 AM,0bb275053ce4b33614,mc_androidpay,770690,GBP,0
305,761169,UA,UA,bertha.desir@yahoo.com,10/10/2016 09:51 AM,e18d8eecbcd6622a34,mcfleetdebit,742909,USD,0
306,355727,UA,FI,thea.coughlin@gmail.com,10/10/2016 10:04 AM,a10969fdbc01fd943a,visacommercialpremiumcredit,433288,CNY,0
307,576999,CN,CN,shonda.nordstrom@hotmail.com,10/10/2016 11:54 AM,d09720f40ec20d2841,mc_applepay,227246,AUD,0
308,525810,GB,GB,marta.nathaniel@yahoo.com,10/10/2016 12:05 PM,51194401a002b04044,mc_androidpay,139024,CNY,0
309,207362,RO,RO,agatha.mcclendon@gmail.com,10/10/2016 01:48 PM,de48d794f816ceec4e,jcb,605082,SEK,1
310,468485,CN,NI,beata.swanner@yahoo.com,10/10/2016 02:22 PM,dd795a25e233cc3ced,amex,389811,USD,0
311,299335,FR,FR,rashad.legendre@aol.com,10/10/2016 04:11 PM,cfa1213fd1835fc8be,cirrus,875761,AUD,0
312,326084,DE,DE,alda.cloyd@msn.com,10/10/2016 05:12 PM,42972c7238a7b143b6,visa_samsungpay,878238,NOK,0
313,801096,RO,RO,carlo.auslander@aol.com,10/10/2016 05:36 PM,0b20de46e8ed9b07c7,mccommercialpremiumcredit,992318,AUD,0
314,816175,US,US,pearl.letts@gmail.com,10/10/2016 08:35 PM,c7e139d01ceb79a05f,mccredit,961667,AUD,0
315,221767,NI,BE,merlin.starrett@yahoo.com,10/10/2016 09:17 PM,bb887fadbb51f4412d,visafleetdebit,605404,AUD,0
316,234088,CN,CN,maile.council@yahoo.com,10/10/2016 09:29 PM,c5b47031e5dfea76a8,mcalphabankbonus,480968,SEK,0
317,310604,GB,GB,alejandra.hollinger@msn.com,10/10/2016 09:30 PM,391314b05f0f9a3b1f,visacommercialpremiumdebit,681317,EUR,0
318,280382,US,US,kendra.kiss@gmail.com,10/10/2016 09:34 PM,233c9378b19e71a20b,bcmc,348281,EUR,0
319,259449,GB,GB,lashay.creager@aol.com,10/10/2016 10:17 PM,a0ffd775edb754412f,visagold,882633,NOK,0
320,295579,GB,CN,emma.willems@aol.com,11/10/2016 01:07 AM,5ada99b46b6a39dc18,mcdebit,598411,EUR,0
321,833087,GB,GB,annika.locust@gmail.com,11/10/2016 01:16 AM,0fd6e404905091cfbd,visasuperpremiumcredit,170861,GBP,0
322,908886,DE,DE,toney.yale@gmail.com,11/10/2016 02:57 AM,fcfd4f8fcc813337c8,mcpurchasingcredit,493507,SEK,0
323,571991,UA,FI,thea.coughlin@gmail.com,11/10/2016 04:15 AM,a10969fdbc01fd943a,visacommercialpremiumcredit,433288,EUR,0
324,172444,SE,SE,michael.fairfax@gmail.com,11/10/2016 05:06 AM,53bdddcb2a66abcd96,maestro,344894,NOK,0
325,343103,AU,AU,ross.whitney@yahoo.com,11/10/2016 05:12 AM,41e0aa432e82db8d55,travelmoney,500246,CAD,0
326,432573,CA,CA,wilton.krejci@msn.com,11/10/2016 05:35 AM,0904ac87f2511e4865,amex_androidpay,827859,SEK,0
327,166961,GB,GB,misty.havlik@aol.com,11/10/2016 05:50 AM,f90e8067abcd4bc3a9,visaproprietary,334932,GBP,0
328,416048,NI,NI,myrta.tynan@hotmail.com,11/10/2016 09:39 AM,46b504b104d87112eb,visacorporatedebit,697555,CAD,0
329,512342,CN,CN,marta.nathaniel@aol.com,11/10/2016 10:01 AM,72971ee9d82c388472,electron,938537,CNY,0
330,696058,US,US,barbara.cullins@aol.com,11/10/2016 10:14 AM,e2392dec417c05956b,visapremiumdebit,643207,EUR,0
331,157136,DE,DE,rashad.legendre@hotmail.com,11/10/2016 10:28 AM,0393b00d14842499ef,visasuperpremiumcredit,689048,CAD,0
332,643645,FI,FI,lashay.creager@msn.com,11/10/2016 11:58 AM,d9f8d8c73acb148ae1,mcfleetcredit,142810,NOK,0
333,81468,DE,DE,conchita.brodeur@msn.com,11/10/2016 12:10 PM,f913bda86fa659624f,visapremiumcredit,869397,CAD,0
334,704253,FI,FI,herlinda.soltis@yahoo.com,11/10/2016 01:42 PM,2e2edf53123ad91387,travelmoney,162583,AUD,0
335,792184,AU,CN,kendra.kiss@yahoo.com,11/10/2016 01:45 PM,1b1d6504fd044c6d6c,mc_applepay,757062,AUD,0
336,418381,NO,NO,kendra.kiss@hotmail.com,11/10/2016 01:57 PM,fcb6494371442dd50b,mcpro,417491,CAD,0
337,477051,DE,DE,conchita.brodeur@msn.com,11/10/2016 02:01 PM,f913bda86fa659624f,visapremiumcredit,869397,CAD,0
338,135268,NI,NI,georgianne.patricia@hotmail.com,11/10/2016 02:32 PM,2176da8a95a1738efc,visastandardcredit,771793,EUR,0
339,591901,GB,GB,emma.willems@aol.com,11/10/2016 03:32 PM,8d965da539437f3b39,amex,631605,EUR,0
340,871373,US,US,chery.gateley@hotmail.com,11/10/2016 04:12 PM,bf56db6bef53182621,mcdebit,450126,NOK,0
341,939917,NO,NO,bryce.riffel@aol.com,11/10/2016 05:13 PM,68c4cdbc798c9b51e3,visasuperpremiumdebit,437537,EUR,0
342,171268,RO,RO,shonda.nordstrom@gmail.com,11/10/2016 05:29 PM,41e578fd8a90f48966,visapurchasing,593245,GBP,0
343,188760,FI,FI,esther.chavarria@gmail.com,11/10/2016 07:09 PM,b9abfa2aafa8296be8,visasaraivacard,130040,CNY,0
344,406959,NL,NL,wanda.pakele@aol.com,11/10/2016 07:16 PM,73d586c87b4b588542,amex_applepay,395625,AUD,0
345,452125,GB,GB,saundra.hershberger@hotmail.com,11/10/2016 07:20 PM,562f9d8b4e15316b2f,visaproprietary,402555,GBP,0
346,35824,NO,NO,rebecka.sedlak@gmail.com,11/10/2016 08:00 PM,9f0242eadfcdc99f47,bcmc_mobile,769016,GBP,0
347,935644,FR,FR,adolfo.spurlock@aol.com,11/10/2016 08:08 PM,95e87def025a097316,visagold,707095,SEK,0
348,619150,US,US,asa.klapp@aol.com,11/10/2016 09:21 PM,e3f423695259740745,amex_samsungpay,223253,CNY,0
349,323410,SE,SE,rashad.legendre@yahoo.com,11/10/2016 09:28 PM,85e22aaac59884fd39,visacommercialdebit,983290,CNY,0
350,976289,NI,NI,machelle.eastham@gmail.com,11/10/2016 11:41 PM,4b4690c7b8ca7234c2,visaclassic,660309,AUD,0
351,719599,GB,GB,misty.havlik@aol.com,12/10/2016 12:13 AM,9a05e41027a73c8787,cirrus,520419,USD,0
352,253099,GB,GB,kemberly.clary@msn.com,12/10/2016 12:13 AM,ba20a33202edb308ee,amex_samsungpay,146617,GBP,0
353,843904,UA,UA,amado.shoulders@msn.com,12/10/2016 01:15 AM,a64a663b66154dd238,amex_androidpay,226301,NOK,0
354,266935,US,US,agatha.mcclendon@gmail.com,12/10/2016 03:13 AM,8de31aa345bfd0e7f5,visacredit,673671,GBP,0
355,907747,NO,NO,kendra.kiss@hotmail.com,12/10/2016 03:37 AM,fcb6494371442dd50b,mcpro,417491,AUD,0
356,716330,UA,UA,judy.minix@gmail.com,12/10/2016 04:52 AM,bbf1ebf6a23944778a,amex_applepay,828935,USD,0
357,754937,CN,CN,marta.nathaniel@aol.com,12/10/2016 04:59 AM,0b6b652b468b9c26a5,mcfleetcredit,700080,CNY,0
358,593718,FR,FR,trinity.steadman@hotmail.com,12/10/2016 10:27 AM,a25afa6c60bfaee1dd,mcfleetdebit,862420,USD,0
359,363272,US,US,agatha.mcclendon@gmail.com,12/10/2016 10:37 AM,8de31aa345bfd0e7f5,visacredit,673671,USD,0
360,422874,NL,BE,lieselotte.crichton@aol.com,12/10/2016 10:46 AM,8f846674cf8c7e1695,mcalphabankbonus,318112,AUD,0
361,584799,NO,NO,roselia.stovall@hotmail.com,12/10/2016 10:50 AM,3c0d96d14aa32ee461,visapurchasing,768310,EUR,0
362,660209,CA,CA,lissette.walrath@yahoo.com,12/10/2016 01:02 PM,a2cb0e11ef48998ec5,maestro,304913,EUR,0
363,60831,CA,CA,wilton.krejci@msn.com,12/10/2016 01:20 PM,395a89c2dfa60cffee,visahipotecario,120111,CAD,0
364,452510,NI,NI,judy.minix@msn.com,12/10/2016 01:35 PM,54093bb7db2e319ab6,bcmc,123993,CNY,0
365,148740,CN,CN,madelaine.tweed@aol.com,12/10/2016 02:44 PM,ea816ad0a39db6c1b0,visacommercialpremiumdebit,675515,CNY,0
366,901305,NO,NO,soon.steiger@aol.com,12/10/2016 05:15 PM,cfe56c2445264908ff,mccorporate,170157,USD,0
367,134562,NI,NI,imogene.kasper@hotmail.com,12/10/2016 05:43 PM,86256fca5df02d9eee,cirrus,586143,AUD,0
368,865695,CN,CN,daren.burk@gmail.com,12/10/2016 05:57 PM,159ea5b824a64398ef,visa,716938,EUR,0
369,916070,BE,BE,alda.cloyd@hotmail.com,12/10/2016 08:57 PM,bdbbbc1dce479f17fd,visasuperpremiumdebit,107068,EUR,0
370,161416,DE,DE,margarete.wadlow@msn.com,12/10/2016 09:23 PM,f461dc4aa91a622f36,mcsuperpremiumcredit,904616,CNY,0
371,351282,BE,BE,tenesha.payer@aol.com,12/10/2016 09:43 PM,e81175d720ef11ee37,mccorporatedebit,271711,CAD,0
372,830505,CA,CA,sydney.rusek@aol.com,12/10/2016 10:09 PM,09b986c3a69c51601f,visacommercialsuperpremiumdebit,144034,CAD,0
373,584927,AU,AU,roosevelt.poor@hotmail.com,12/10/2016 10:45 PM,abe566a4b809fab5bf,visacommercialcredit,838075,EUR,0
374,262844,NI,NI,roosevelt.poor@yahoo.com,12/10/2016 11:58 PM,f7040128c986c51181,mcpremiumcredit,333104,GBP,0
375,691496,DE,DE,alda.cloyd@msn.com,13/10/2016 01:30 AM,42972c7238a7b143b6,visa_samsungpay,878238,CNY,0
376,212921,NO,NO,ester.hooker@yahoo.com,13/10/2016 02:24 AM,7df8ce2ece89e49928,mccorporatedebit,776673,EUR,0
377,358352,US,US,ardelia.mey@gmail.com,13/10/2016 03:28 AM,631f6143d44f110009,mccorporate,324726,USD,0
378,513695,AU,AU,roosevelt.poor@hotmail.com,13/10/2016 03:51 AM,1c5e5072709e3d27f6,visaplatinum,808194,CAD,0
379,299733,BE,BE,judy.minix@gmail.com,13/10/2016 04:35 AM,9beabbca48dca23dba,mcpro,793412,EUR,0
380,671027,NI,NI,georgianne.patricia@hotmail.com,13/10/2016 07:08 AM,68c4db61d02e952e96,visabusiness,314080,CNY,0
381,871598,FR,FR,dorcas.cameron@msn.com,13/10/2016 08:02 AM,26444092efa92bc618,mcstandarddebit,748953,NOK,0
382,745916,UA,UA,temeka.atterbury@msn.com,13/10/2016 08:31 AM,62839450d488a65df5,visaclassic,901013,AUD,1
383,229088,CA,CA,madelaine.tweed@gmail.com,13/10/2016 09:29 AM,1ba59eaeb8741b57b6,visabusiness,391764,SEK,0
384,242577,CN,CN,ardelia.mey@yahoo.com,13/10/2016 10:37 AM,3adb4c04094fd6ee27,bcmc_mobile,579751,GBP,0
385,789610,UA,UA,judy.minix@gmail.com,13/10/2016 11:03 AM,15a13019bd3963b6f4,visasaraivacard,687141,CAD,0
386,748870,UA,UA,amado.shoulders@msn.com,13/10/2016 11:18 AM,9da48cb6ef38854952,visacommercialpremiumdebit,983227,USD,0
387,116644,US,US,zoraida.durocher@gmail.com,13/10/2016 11:44 AM,4560d1c4820cf0e27a,visaalphabankbonus,710925,USD,0
388,338946,SE,SE,ouida.riegel@yahoo.com,13/10/2016 12:24 PM,c7cb551c805915e401,jcb,606750,SEK,0
389,846003,BE,BE,elyse.manalo@yahoo.com,13/10/2016 12:28 PM,1bdc6c86e12c90eeb3,visa_samsungpay,171861,GBP,0
390,540958,GB,NL,magen.valentin@hotmail.com,13/10/2016 01:29 PM,26236791ad835b8a08,amex_samsungpay,470065,USD,0
391,234338,FI,AU,daren.burk@msn.com,13/10/2016 01:54 PM,b05a4bd82a56a210e4,visacommercialdebit,513696,EUR,1
392,595830,NL,NL,machelle.eastham@aol.com,13/10/2016 01:54 PM,a08ca479b79a02fb68,visa_androidpay,510445,SEK,0
393,596367,FR,FR,jacki.ulm@gmail.com,13/10/2016 02:51 PM,cdc7982c876cd4c3b2,mccommercialpremiumdebit,352998,USD,0
394,810419,NI,NI,lera.moretti@msn.com,13/10/2016 03:19 PM,7900554869ed347344,visasuperpremiumdebit,118198,SEK,0
395,454788,NO,NO,crissy.scoggins@gmail.com,13/10/2016 04:06 PM,3ab1a6527fc3a37b9f,mc_samsungpay,321842,AUD,0
396,851004,BE,BE,annalisa.anger@gmail.com,13/10/2016 04:14 PM,2635a5b9cb8458c875,mccredit,494994,USD,0
397,502046,BE,BE,ezequiel.alcala@hotmail.com,13/10/2016 04:29 PM,b63bed6571a3fef6fc,visadankort,365049,EUR,0
398,795583,RO,RO,agatha.mcclendon@msn.com,13/10/2016 04:49 PM,c8e8fd2ca98787f6ce,mccommercialpremiumcredit,656178,NOK,0
399,956826,GB,GB,michael.fairfax@hotmail.com,13/10/2016 05:36 PM,a532f355fd612b125b,visasuperpremiumcredit,554099,NOK,0
400,383016,US,US,preston.vartanian@aol.com,13/10/2016 06:26 PM,87827d3f4735a7b320,visaclassic,198449,NOK,0
401,497698,NI,NI,merlin.starrett@yahoo.com,13/10/2016 08:32 PM,7cee79a4d124ce36bb,visaproprietary,845001,GBP,0
402,360323,DE,DE,teressa.burbage@yahoo.com,13/10/2016 09:33 PM,a1484e0d6a996dd7ca,electron,157021,CAD,0
403,905455,BE,BE,lera.moretti@yahoo.com,14/10/2016 12:26 AM,233528c7c0ac558cbe,mc,907323,CNY,0
